752??30?;02751????;99200008;CONTINUITESERVICE NOEMIE 3 MSA
752??50?;02751????;99200008;CONTINUITESERVICE NOEMIE 3 MSA
762??19?;02761????;99200008;CONTINUITESERVICE NOEMIE 3 MSA
762??28?;02761????;99200008;CONTINUITESERVICE NOEMIE 3 MSA
762??30?;02761????;99200008;CONTINUITESERVICE NOEMIE 3 MSA
792??10?;02791????;99200008;CONTINUITESERVICE NOEMIE 3 MSA
792??30?;02791????;99200008;CONTINUITESERVICE NOEMIE 3 MSA
792??31?;02791????;99200008;CONTINUITESERVICE NOEMIE 3 MSA
802??04?;02801????;99200008;CONTINUITESERVICE NOEMIE 3 MSA
802??27?;02801????;99200008;CONTINUITESERVICE NOEMIE 3 MSA
802??31?;02801????;99200008;CONTINUITESERVICE NOEMIE 3 MSA
802??50?;02801????;99200008;CONTINUITESERVICE NOEMIE 3 MSA
812??12?;02811????;99200008;CONTINUITESERVICE NOEMIE 3 MSA
822??06?;02821????;99200008;CONTINUITESERVICE NOEMIE 3 MSA
822??30?;02821????;99200008;CONTINUITESERVICE NOEMIE 3 MSA
832??07?;02831????;99200008;CONTINUITESERVICE NOEMIE 3 MSA
172??51?;02841????;99200008;CONTINUITESERVICE NOEMIE 3 MSA
842??05?;02841????;99200008;CONTINUITESERVICE NOEMIE 3 MSA
842??30?;02841????;99200008;CONTINUITESERVICE NOEMIE 3 MSA
842??40?;02841????;99200008;CONTINUITESERVICE NOEMIE 3 MSA
842??50?;02841????;99200008;CONTINUITESERVICE NOEMIE 3 MSA
842??51?;02841????;99200008;CONTINUITESERVICE NOEMIE 3 MSA
842??52?;02841????;99200008;CONTINUITESERVICE NOEMIE 3 MSA
852??10?;02851????;99200008;CONTINUITESERVICE NOEMIE 3 MSA
852??30?;02851????;99200008;CONTINUITESERVICE NOEMIE 3 MSA
852??91?;02851????;99200008;CONTINUITESERVICE NOEMIE 3 MSA
862??10?;02861????;99200008;CONTINUITESERVICE NOEMIE 3 MSA
862??30?;02861????;99200008;CONTINUITESERVICE NOEMIE 3 MSA
862??31?;02861????;99200008;CONTINUITESERVICE NOEMIE 3 MSA
172??30?;02871????;99200008;CONTINUITESERVICE NOEMIE 3 MSA
872??10?;02871????;99200008;CONTINUITESERVICE NOEMIE 3 MSA
882??24?;02881????;99200008;CONTINUITESERVICE NOEMIE 3 MSA
882??27?;02881????;99200008;CONTINUITESERVICE NOEMIE 3 MSA
882??30?;02881????;99200008;CONTINUITESERVICE NOEMIE 3 MSA
882??31?;02881????;99200008;CONTINUITESERVICE NOEMIE 3 MSA
892??25?;02891????;99200008;CONTINUITESERVICE NOEMIE 3 MSA
892??90?;02891????;99200008;CONTINUITESERVICE NOEMIE 3 MSA
75049884;04110????;776678550;MGC
75049884;04120????;776678550;MGC
75049884;04220????;776678550;MGC
75049884;04400????;776678550;MGC 
13012091;04110????;775558778;MCRM
13012091;04120????;775558778;MCRM
13012091;04220????;775558778;MCRM
13012091;04400????;775558778;MCRM
81002321;030275200;430383125;Mutuelle Santevie-UMT 
31067069;030275200;431993633;Mutuelle Santevie
82002585;030275400;777306226;Mutuelle Santevie-MTG
32001522;030275400;300822947;Mutuelle Santevie-Gersoise
