CIP,C,13	CIP7,C,7	PRIX_F,N,10,0	PRIX_E,N,10,0	FAB_HT_F,N,11,0	FAB_HT_E,N,11,0	TAUX,C,3	DATE_APPLI,D	DATE_JO,D
3400939592985	3959298	0	16500	0	13489	065	01/07/12	24/01/12
3400939592985	3959298	0	17993	0	14742	065	01/01/12	
3400939592985	3959298	0	17983	0	14742	065	01/09/10	13/07/10
3400939593067	3959306	0	56667	0	48560	065	01/04/15	14/11/13
3400939593067	3959306	0	57645	0	49464	065	01/01/15	14/11/13
3400939593067	3959306	0	59587	0	51258	065	01/01/14	14/11/13
3400939593067	3959306	0	62507	0	53956	065	01/07/12	24/01/12
3400939593067	3959306	0	67931	0	58968	065	01/01/12	
3400939593067	3959306	0	66385	0	58968	065	01/09/10	13/07/10
3400939593128	3959312	0	19200	0	15782	065	01/04/15	14/11/13
3400939593128	3959312	0	19538	0	16076	065	01/01/15	14/11/13
3400939593128	3959312	0	20209	0	16659	065	01/01/14	14/11/13
3400939593128	3959312	0	21218	0	17536	065	01/07/12	24/01/12
3400939593128	3959312	0	23092	0	19165	065	01/01/12	
3400939593128	3959312	0	22881	0	19165	065	01/09/10	13/07/10
3400939593296	3959329	0	72433	0	63128	065	01/04/15	14/11/13
3400939593296	3959329	0	73705	0	64303	065	01/01/15	14/11/13
3400939593296	3959329	0	76229	0	66635	065	01/01/14	14/11/13
3400939593296	3959329	0	80024	0	70142	065	01/07/12	24/01/12
3400939593296	3959329	0	87076	0	76658	065	01/01/12	
3400939593296	3959329	0	85531	0	76658	065	01/09/10	13/07/10
3400939593357	3959335	0	21993	0	18210	065	01/04/15	14/11/13
3400939593357	3959335	0	22383	0	18549	065	01/01/15	14/11/13
3400939593357	3959335	0	23156	0	19221	065	01/01/14	14/11/13
3400939593357	3959335	0	24320	0	20233	065	01/07/12	24/01/12
3400939593357	3959335	0	26483	0	22113	065	01/01/12	
3400939593357	3959335	0	26132	0	22113	065	01/09/10	13/07/10
3400939593418	3959341	0	82945	0	72841	065	01/04/15	14/11/13
3400939593418	3959341	0	84412	0	74196	065	01/01/15	14/11/13
3400939593418	3959341	0	87324	0	76887	065	01/01/14	14/11/13
3400939593418	3959341	0	91704	0	80934	065	01/07/12	24/01/12
3400939593418	3959341	0	99840	0	88452	065	01/01/12	
3400939593418	3959341	0	98296	0	88452	065	01/09/10	13/07/10
3400939593586	3959358	0	42943	0	36420	065	01/04/15	14/11/13
3400939593586	3959358	0	43723	0	37098	065	01/01/15	14/11/13
3400939593586	3959358	0	45271	0	38444	065	01/01/14	14/11/13
3400939593586	3959358	0	47599	0	40467	065	01/07/12	24/01/12
3400939593586	3959358	0	51923	0	44226	065	01/01/12	
3400939593586	3959358	0	50430	0	44226	065	01/09/10	13/07/10
3400939593647	3959364	0	161776	0	145680	065	01/04/15	14/11/13
3400939593647	3959364	0	164711	0	148392	065	01/01/15	14/11/13
3400939593647	3959364	0	170536	0	153774	065	01/01/14	14/11/13
3400939593647	3959364	0	179294	0	161867	065	01/07/12	24/01/12
3400939593647	3959364	0	195568	0	176904	065	01/01/12	
3400939593647	3959364	0	194028	0	176904	065	01/09/10	13/07/10
3400939593708	3959370	0	69807	0	60701	065	01/04/15	14/11/13
3400939593708	3959370	0	71028	0	61830	065	01/01/15	14/11/13
3400939593708	3959370	0	73456	0	64073	065	01/01/14	14/11/13
3400939593708	3959370	0	77105	0	67445	065	01/07/12	24/01/12
3400939593708	3959370	0	83886	0	73710	065	01/01/12	
3400939593708	3959370	0	82341	0	73710	065	01/09/10	13/07/10
3400939593876	3959387	0	266886	0	242801	065	01/04/15	14/11/13
3400939593876	3959387	0	271777	0	247320	065	01/01/15	14/11/13
3400939593876	3959387	0	281485	0	256290	065	01/01/14	14/11/13
3400939593876	3959387	0	296083	0	269779	065	01/07/12	24/01/12
3400939593876	3959387	0	323206	0	294840	065	01/01/12	
3400939593876	3959387	0	321670	0	294840	065	01/09/10	13/07/10
3400939594828	3959482	0	6983	0	5500	100	01/01/12	
3400939594828	3959482	0	7037	0	5500	100	16/04/10	29/04/10
3400939594996	3959499	0	32681	0	27500	100	01/01/12	
3400939594996	3959499	0	32072	0	27500	100	16/04/10	29/04/10
3400939595078	3959507	0	228789	0	207600	100	01/01/12	
3400939595078	3959507	0	227250	0	207600	100	22/01/10	21/01/10
3400939595139	3959513	0	73470	0	64086	100	01/04/13	28/02/13
3400939595139	3959513	0	75541	0	66000	100	01/01/12	
3400939595139	3959513	0	73996	0	66000	100	02/04/10	01/04/10
3400939595368	3959536	0	73470	0	64086	100	01/04/13	28/02/13
3400939595368	3959536	0	75541	0	66000	100	01/01/12	
3400939595368	3959536	0	73996	0	66000	100	02/04/10	01/04/10
3400939597720	3959772	0	2611	0	1886	065	01/01/12	
3400939597720	3959772	0	2674	0	1886	065	20/01/10	19/01/10
3400939597898	3959789	0	1908	0	1163	065	01/04/14	26/09/13
3400939597898	3959789	0	2161	0	1356	065	01/11/13	26/09/13
3400939597898	3959789	0	2400	0	1550	065	01/03/13	20/02/13
3400939597898	3959789	0	2609	0	1742	065	23/03/12	22/03/12
3400939597898	3959789	0	2747	0	1823	065	01/01/12	
3400939597898	3959789	0	2807	0	1823	065	16/10/11	08/09/11
3400939597898	3959789	0	3008	0	1960	065	16/05/10	12/03/10
3400939598840	3959884	0	478	0	269	065	16/02/12	11/01/12
3400939598840	3959884	0	516	0	289	065	01/01/12	
3400939598840	3959884	0	514	0	289	065	01/01/10	27/10/09
3400939598901	3959890	0	1302	0	767	065	01/07/12	
3400939598901	3959890	0	1228	0	767	065	16/02/12	11/01/12
3400939598901	3959890	0	1340	0	825	065	01/01/12	
3400939598901	3959890	0	1368	0	825	065	01/01/10	27/10/09
3400939599212	3959921	0	718	0	490	065	01/03/12	01/03/12
3400939599212	3959921	0	885	0	613	065	01/01/12	
3400939599212	3959921	0	906	0	613	065	01/01/11	21/10/10
3400939599441	3959944	0	2020	0	1397	065	01/07/12	19/06/12
3400939599441	3959944	0	1948	0	1397	065	01/03/12	01/03/12
3400939599441	3959944	0	2420	0	1745	065	01/01/12	
3400939599441	3959944	0	2478	0	1745	065	01/01/11	21/10/10
3400939599731	3959973	0	798	0	549	065	01/03/12	01/03/12
3400939599731	3959973	0	985	0	687	065	01/01/12	
3400939599731	3959973	0	1008	0	687	065	01/01/11	21/10/10
3400939600024	3960002	0	2246	0	1565	065	01/07/12	19/06/12
3400939600024	3960002	0	2176	0	1565	065	01/03/12	01/03/12
3400939600024	3960002	0	2703	0	1954	065	01/01/12	
3400939600024	3960002	0	2768	0	1954	065	01/01/11	21/10/10
3400939600543	3960054	0	1216	0	716	065	01/10/13	26/09/13
3400939600543	3960054	0	1329	0	770	065	01/03/12	21/02/12
3400939600543	3960054	0	1433	0	866	065	01/01/12	
3400939600543	3960054	0	1462	0	866	065	09/07/11	08/07/11
3400939601083	3960108	0	3400	0	2041	065	01/10/13	26/09/13
3400939601083	3960108	0	3714	0	2195	065	01/07/12	
3400939601083	3960108	0	3298	0	2195	065	01/03/12	21/02/12
3400939601083	3960108	0	3596	0	2469	065	01/01/12	
3400939601083	3960108	0	3671	0	2469	065	09/07/11	08/07/11
3400939601892	3960189	0	977	0	569	065	01/10/13	26/09/13
3400939601892	3960189	0	1067	0	612	065	01/03/12	21/02/12
3400939601892	3960189	0	1150	0	688	065	01/01/12	
3400939601892	3960189	0	1173	0	688	065	09/07/11	08/07/11
3400939602325	3960232	0	2732	0	1622	065	01/10/13	26/09/13
3400939602325	3960232	0	2981	0	1744	065	01/07/12	
3400939602325	3960232	0	2708	0	1744	065	01/03/12	21/02/12
3400939602325	3960232	0	2945	0	1961	065	01/01/12	
3400939602325	3960232	0	3010	0	1961	065	09/07/11	08/07/11
3400939602905	3960290	0	1216	0	716	065	01/10/13	26/09/13
3400939602905	3960290	0	1329	0	770	065	01/03/12	21/02/12
3400939602905	3960290	0	1433	0	866	065	01/01/12	
3400939602905	3960290	0	1462	0	866	065	09/07/11	08/07/11
3400939603384	3960338	0	3400	0	2041	065	01/10/13	26/09/13
3400939603384	3960338	0	3714	0	2195	065	01/07/12	
3400939603384	3960338	0	3298	0	2195	065	01/03/12	21/02/12
3400939603384	3960338	0	3596	0	2469	065	01/01/12	
3400939603384	3960338	0	3671	0	2469	065	09/07/11	08/07/11
3400939603674	3960367	0	269	0	143	065	01/12/13	11/10/13
3400939603674	3960367	0	289	0	159	065	01/03/12	29/02/12
3400939603674	3960367	0	307	0	173	065	01/01/12	
3400939603674	3960367	0	294	0	173	065	01/01/11	21/10/10
3400939604336	3960433	0	1170	0	707	065	16/02/12	11/01/12
3400939604336	3960433	0	1278	0	760	065	01/01/12	
3400939604336	3960433	0	1303	0	760	065	23/10/09	23/10/09
3400939604626	3960462	0	4180	0	2936	065	16/02/12	11/01/12
3400939604626	3960462	0	4499	0	3157	065	01/01/12	
3400939604626	3960462	0	4569	0	3157	065	23/10/09	23/10/09
3400939604916	3960491	0	10951	0	8243	065	16/02/12	11/01/12
3400939604916	3960491	0	11759	0	8863	065	01/01/12	
3400939604916	3960491	0	11789	0	8863	065	23/10/09	23/10/09
3400939605227	3960522	0	95601	0	84535	065	01/03/14	28/02/13
3400939605227	3960522	0	98919	0	87601	065	01/03/13	28/02/13
3400939605227	3960522	0	102358	0	90778	065	01/01/12	
3400939605227	3960522	0	100813	0	90778	065	15/09/10	24/06/10
3400939606866	3960686	0	645	0	435	065	01/12/13	11/10/13
3400939606866	3960686	0	709	0	483	065	01/03/12	29/02/12
3400939606866	3960686	0	766	0	525	065	01/01/12	
3400939606866	3960686	0	783	0	525	065	01/01/11	21/10/10
3400939608358	3960835	0	1170	0	707	065	16/02/12	11/01/12
3400939608358	3960835	0	1278	0	760	065	01/01/12	
3400939608358	3960835	0	1303	0	760	065	05/06/10	04/06/10
3400939608587	3960858	0	4180	0	2936	065	16/02/12	11/01/12
3400939608587	3960858	0	4499	0	3157	065	01/01/12	
3400939608587	3960858	0	4569	0	3157	065	05/06/10	04/06/10
3400939608877	3960887	0	8550	0	6358	065	16/02/12	11/01/12
3400939608877	3960887	0	9243	0	6837	065	01/01/12	
3400939608877	3960887	0	9287	0	6837	065	05/06/10	04/06/10
3400939608938	3960893	0	10951	0	8243	065	16/02/12	11/01/12
3400939608938	3960893	0	11759	0	8863	065	01/01/12	
3400939608938	3960893	0	11789	0	8863	065	05/06/10	04/06/10
3400939610658	3961065	0	990	0	690	065	01/12/13	11/10/13
3400939610658	3961065	0	1094	0	767	065	01/03/12	29/02/12
3400939610658	3961065	0	1185	0	834	065	01/01/12	
3400939610658	3961065	0	1212	0	834	065	01/01/11	21/10/10
3400939611259	3961125	0	5659	0	4364	100	16/10/14	23/04/14
3400939611259	3961125	0	5817	0	4364	100	01/10/13	13/09/13
3400939611259	3961125	0	5976	0	4364	100	16/01/13	04/12/12
3400939611259	3961125	0	6447	0	4693	100	01/01/12	
3400939611259	3961125	0	6507	0	4693	100	20/10/10	19/10/10
3400939614731	3961473	0	478	0	269	065	16/02/12	11/01/12
3400939614731	3961473	0	516	0	289	065	01/01/12	
3400939614731	3961473	0	514	0	289	065	01/01/10	27/10/09
3400939615103	3961510	0	478	0	269	065	16/02/12	11/01/12
3400939615103	3961510	0	516	0	289	065	01/01/12	
3400939615103	3961510	0	514	0	289	065	01/01/10	03/12/09
3400939615271	3961527	0	1302	0	767	065	01/07/12	
3400939615271	3961527	0	1228	0	767	065	16/02/12	11/01/12
3400939615271	3961527	0	1340	0	825	065	01/01/12	
3400939615271	3961527	0	1368	0	825	065	01/01/10	03/12/09
3400939616742	3961674	0	478	0	269	065	16/02/12	11/01/12
3400939616742	3961674	0	516	0	289	065	01/01/12	
3400939616742	3961674	0	514	0	289	065	01/01/10	27/10/09
3400939616803	3961680	0	1302	0	767	065	01/07/12	
3400939616803	3961680	0	1228	0	767	065	16/02/12	11/01/12
3400939616803	3961680	0	1340	0	825	065	01/01/12	
3400939616803	3961680	0	1368	0	825	065	01/01/10	27/10/09
3400939618524	3961852	0	718	0	490	065	01/03/12	01/03/12
3400939618524	3961852	0	885	0	613	065	01/01/12	
3400939618524	3961852	0	906	0	613	065	01/01/11	21/10/10
3400939618753	3961875	0	2020	0	1397	065	01/07/12	19/06/12
3400939618753	3961875	0	1948	0	1397	065	01/03/12	01/03/12
3400939618753	3961875	0	2420	0	1745	065	01/01/12	
3400939618753	3961875	0	2478	0	1745	065	01/01/11	21/10/10
3400939620763	3962076	0	1908	0	1163	065	01/04/14	26/09/13
3400939620763	3962076	0	2161	0	1356	065	01/11/13	26/09/13
3400939620763	3962076	0	2400	0	1550	065	01/03/13	20/02/13
3400939620763	3962076	0	2609	0	1742	065	23/03/12	22/03/12
3400939620763	3962076	0	2747	0	1823	065	01/01/12	
3400939620763	3962076	0	2807	0	1823	065	16/10/11	08/09/11
3400939620763	3962076	0	3008	0	1960	065	16/05/10	12/03/10
3400939621425	3962142	0	1453	0	790	065	01/02/14	16/01/14
3400939621425	3962142	0	1669	0	988	065	01/03/13	14/02/13
3400939621425	3962142	0	1849	0	1086	065	10/10/12	09/10/12
3400939623085	3962308	0	2106	0	1381	065	01/01/12	
3400939623085	3962308	0	2152	0	1381	065	16/10/11	08/09/11
3400939623085	3962308	0	2220	0	1381	065	23/02/11	22/02/11
3400939623955	3962395	0	230	0	99	030	01/01/12	
3400939623955	3962395	0	209	0	99	030	02/05/11	06/04/11
3400939624266	3962426	0	222	0	97	065	01/01/12	
3400939624266	3962426	0	201	0	97	065	16/10/11	08/09/11
3400939624266	3962426	0	207	0	97	065	23/02/11	22/02/11
3400939624327	3962432	0	327	0	171	065	01/01/12	
3400939624327	3962432	0	314	0	171	065	16/10/11	08/09/11
3400939624327	3962432	0	323	0	171	065	23/02/11	22/02/11
3400939624907	3962490	0	1351	0	873	065	01/01/12	
3400939624907	3962490	0	1380	0	873	065	16/10/11	08/09/11
3400939624907	3962490	0	1429	0	873	065	23/02/11	22/02/11
3400939625386	3962538	0	463	0	267	065	01/01/12	
3400939625386	3962538	0	459	0	267	065	16/10/11	08/09/11
3400939625386	3962538	0	474	0	267	065	23/02/11	22/02/11
3400939625447	3962544	0	589	0	356	065	01/01/12	
3400939625447	3962544	0	595	0	356	065	16/10/11	08/09/11
3400939625447	3962544	0	615	0	356	065	23/02/11	22/02/11
3400939626567	3962656	0	684	0	423	065	01/01/12	
3400939626567	3962656	0	696	0	423	065	16/10/11	08/09/11
3400939626567	3962656	0	720	0	423	065	23/02/11	22/02/11
3400939626628	3962662	0	890	0	563	065	01/01/12	
3400939626628	3962662	0	909	0	563	065	16/10/11	08/09/11
3400939626628	3962662	0	941	0	563	065	23/02/11	22/02/11
3400939627458	3962745	0	1055	0	674	065	01/01/12	
3400939627458	3962745	0	1078	0	674	065	16/10/11	08/09/11
3400939627458	3962745	0	1116	0	674	065	23/02/11	22/02/11
3400939627519	3962751	0	1388	0	898	065	01/01/12	
3400939627519	3962751	0	1418	0	898	065	16/10/11	08/09/11
3400939627519	3962751	0	1469	0	898	065	23/02/11	22/02/11
3400939627748	3962774	0	1302	0	767	065	01/07/12	
3400939627748	3962774	0	1228	0	767	065	16/02/12	31/01/12
3400939627748	3962774	0	1340	0	825	065	01/01/12	
3400939627748	3962774	0	1368	0	825	065	06/01/10	05/01/10
3400939627809	3962780	0	1908	0	1163	065	01/04/14	25/09/13
3400939627809	3962780	0	2161	0	1356	065	01/11/13	25/09/13
3400939627809	3962780	0	2400	0	1550	065	01/03/13	12/02/13
3400939627809	3962780	0	2609	0	1742	065	23/03/12	22/03/12
3400939627809	3962780	0	2747	0	1823	065	01/01/12	
3400939627809	3962780	0	2807	0	1823	065	16/10/11	08/09/11
3400939627809	3962780	0	3008	0	1960	065	16/05/10	12/03/10
3400939627977	3962797	0	1302	0	767	065	01/07/12	
3400939627977	3962797	0	1228	0	767	065	16/02/12	11/01/12
3400939627977	3962797	0	1340	0	825	065	01/01/12	
3400939627977	3962797	0	1368	0	825	065	27/10/09	27/10/09
3400939628059	3962805	0	1265	0	893	065	01/01/12	
3400939628059	3962805	0	1294	0	893	065	08/09/09	08/09/09
3400939628110	3962811	0	290911	0	265000	100	01/01/12	
3400939628110	3962811	0	289374	0	265000	100	17/03/10	16/03/10
3400939628288	3962828	0	413856	0	378600	100	01/01/12	
3400939628288	3962828	0	412323	0	378600	100	17/03/10	16/03/10
3400939628349	3962834	0	1908	0	1163	065	01/04/14	25/09/13
3400939628349	3962834	0	2161	0	1356	065	01/11/13	25/09/13
3400939628349	3962834	0	2400	0	1550	065	01/03/13	12/02/13
3400939628349	3962834	0	2609	0	1742	065	23/03/12	22/03/12
3400939628349	3962834	0	2747	0	1823	065	01/01/12	
3400939628349	3962834	0	2807	0	1823	065	16/10/11	08/09/11
3400939628349	3962834	0	3008	0	1960	065	16/05/10	12/03/10
3400939628400	3962840	0	628	0	398	015	01/01/12	
3400939628400	3962840	0	637	0	398	015	17/04/10	16/04/10
3400939629698	3962969	0	628	0	398	015	01/01/12	
3400939629698	3962969	0	637	0	398	015	17/04/10	16/04/10
3400939629810	3962981	0	628	0	398	015	01/01/12	
3400939629810	3962981	0	637	0	398	015	17/04/10	16/04/10
3400939630069	3963006	0	628	0	398	015	01/01/12	
3400939630069	3963006	0	637	0	398	015	17/04/10	16/04/10
3400939630298	3963029	0	628	0	398	015	01/01/12	
3400939630298	3963029	0	637	0	398	015	30/04/10	29/04/10
3400939630939	3963093	0	819	0	472	065	01/10/13	26/09/13
3400939630939	3963093	0	893	0	507	065	01/03/12	21/02/12
3400939630939	3963093	0	962	0	570	065	01/01/12	
3400939630939	3963093	0	981	0	570	065	23/07/11	22/07/11
3400939631301	3963130	0	2288	0	1344	065	01/10/13	26/09/13
3400939631301	3963130	0	2495	0	1445	065	01/07/12	
3400939631301	3963130	0	2318	0	1445	065	01/03/12	21/02/12
3400939631301	3963130	0	2514	0	1625	065	01/01/12	
3400939631301	3963130	0	2568	0	1625	065	23/07/11	22/07/11
3400939631769	3963176	0	628	0	398	015	01/01/12	
3400939631769	3963176	0	637	0	398	015	17/04/10	16/04/10
3400939632131	3963213	0	426	0	258	015	01/01/12	
3400939632131	3963213	0	421	0	258	015	17/04/10	16/04/10
3400939632360	3963236	0	10974	0	8850	065	01/01/12	
3400939632360	3963236	0	11004	0	8850	065	09/04/10	08/04/10
3400939636153	3963615	0	977	0	569	065	01/10/13	26/09/13
3400939636153	3963615	0	1067	0	612	065	01/03/12	21/02/12
3400939636153	3963615	0	1150	0	688	065	01/01/12	
3400939636153	3963615	0	1173	0	688	065	23/07/11	22/07/11
3400939637044	3963704	0	2732	0	1622	065	01/10/13	26/09/13
3400939637044	3963704	0	2981	0	1744	065	01/07/12	
3400939637044	3963704	0	2708	0	1744	065	01/03/12	21/02/12
3400939637044	3963704	0	2945	0	1961	065	01/01/12	
3400939637044	3963704	0	3010	0	1961	065	23/07/11	22/07/11
3400939637914	3963791	0	528	0	344	015	01/01/12	
3400939637914	3963791	0	532	0	344	015	17/04/10	16/04/10
3400939638973	3963897	0	1216	0	716	065	01/10/13	26/09/13
3400939638973	3963897	0	1329	0	770	065	01/03/12	21/02/12
3400939638973	3963897	0	1433	0	866	065	01/01/12	
3400939638973	3963897	0	1462	0	866	065	23/07/11	22/07/11
3400939639864	3963986	0	3400	0	2041	065	01/10/13	26/09/13
3400939639864	3963986	0	3714	0	2195	065	01/07/12	
3400939639864	3963986	0	3298	0	2195	065	01/03/12	21/02/12
3400939639864	3963986	0	3596	0	2469	065	01/01/12	
3400939639864	3963986	0	3671	0	2469	065	23/07/11	22/07/11
3400939640983	3964098	0	1967	0	1411	065	01/12/13	20/09/13
3400939640983	3964098	0	2180	0	1568	065	01/01/12	
3400939640983	3964098	0	3104	0	2196	065	01/01/11	21/10/10
3400939641355	3964135	0	5451	0	4214	065	01/12/13	20/09/13
3400939641355	3964135	0	6008	0	4682	065	01/01/12	
3400939641355	3964135	0	8290	0	6558	065	01/01/11	21/10/10
3400939641706	3964170	0	3379	0	2475	065	01/12/13	20/09/13
3400939641706	3964170	0	3707	0	2750	065	01/01/12	
3400939641706	3964170	0	5085	0	3852	065	01/01/11	21/10/10
3400939643595	3964359	0	804	0	553	065	01/11/13	18/09/13
3400939643595	3964359	0	984	0	595	065	16/09/13	30/07/13
3400939643595	3964359	0	1054	0	595	065	01/01/12	
3400939643595	3964359	0	1074	0	595	065	01/04/10	31/03/10
3400939645087	3964508	0	813	0	428	065	01/02/14	22/01/14
3400939645087	3964508	0	928	0	535	065	01/03/13	14/02/13
3400939645087	3964508	0	1028	0	588	065	01/03/12	16/02/12
3400939645087	3964508	0	1108	0	662	065	01/01/12	
3400939645087	3964508	0	1130	0	662	065	06/01/10	05/01/10
3400939645667	3964566	0	2411	0	1305	065	01/02/14	22/01/14
3400939645667	3964566	0	2769	0	1634	065	01/03/13	14/02/13
3400939645667	3964566	0	3066	0	1796	065	01/07/12	
3400939645667	3964566	0	2776	0	1796	065	01/03/12	16/02/12
3400939645667	3964566	0	3020	0	2020	065	01/01/12	
3400939645667	3964566	0	3087	0	2020	065	06/01/10	05/01/10
3400939646497	3964649	0	1361	0	738	065	01/02/14	22/01/14
3400939646497	3964649	0	1562	0	923	065	01/03/13	14/02/13
3400939646497	3964649	0	1733	0	1014	065	01/03/12	16/02/12
3400939646497	3964649	0	1871	0	1141	065	01/01/12	
3400939646497	3964649	0	1909	0	1141	065	06/01/10	05/01/10
3400939646909	3964690	0	4054	0	2252	065	01/02/14	22/01/14
3400939646909	3964690	0	4668	0	2816	065	01/03/13	14/02/13
3400939646909	3964690	0	5170	0	3095	065	01/07/12	
3400939646909	3964690	0	4474	0	3095	065	01/03/12	16/02/12
3400939646909	3964690	0	4897	0	3484	065	01/01/12	
3400939646909	3964690	0	4965	0	3484	065	06/01/10	05/01/10
3400939647678	3964767	0	813	0	428	065	01/02/14	22/01/14
3400939647678	3964767	0	928	0	535	065	01/03/13	14/02/13
3400939647678	3964767	0	1028	0	588	065	01/03/12	16/02/12
3400939647678	3964767	0	1108	0	662	065	01/01/12	
3400939647678	3964767	0	1130	0	662	065	06/01/10	05/01/10
3400939648620	3964862	0	1361	0	738	065	01/02/14	22/01/14
3400939648620	3964862	0	1562	0	923	065	01/03/13	14/02/13
3400939648620	3964862	0	1733	0	1014	065	01/03/12	16/02/12
3400939648620	3964862	0	1871	0	1141	065	01/01/12	
3400939648620	3964862	0	1909	0	1141	065	06/01/10	05/01/10
3400939649221	3964922	0	4054	0	2252	065	01/02/14	22/01/14
3400939649221	3964922	0	4668	0	2816	065	01/03/13	14/02/13
3400939649221	3964922	0	5170	0	3095	065	01/07/12	
3400939649221	3964922	0	4474	0	3095	065	01/03/12	16/02/12
3400939649221	3964922	0	4897	0	3484	065	01/01/12	
3400939649221	3964922	0	4965	0	3484	065	06/01/10	05/01/10
3400939649689	3964968	0	1361	0	738	065	01/02/14	22/01/14
3400939649689	3964968	0	1562	0	923	065	01/03/13	14/02/13
3400939649689	3964968	0	1733	0	1014	065	01/03/12	16/02/12
3400939649689	3964968	0	1871	0	1141	065	01/01/12	
3400939649689	3964968	0	1909	0	1141	065	06/01/10	05/01/10
3400939650111	3965011	0	4054	0	2252	065	01/02/14	22/01/14
3400939650111	3965011	0	4668	0	2816	065	01/03/13	14/02/13
3400939650111	3965011	0	5170	0	3095	065	01/07/12	
3400939650111	3965011	0	4474	0	3095	065	01/03/12	16/02/12
3400939650111	3965011	0	4897	0	3484	065	01/01/12	
3400939650111	3965011	0	4965	0	3484	065	06/01/10	05/01/10
3400939652290	3965229	0	552	0	326	065	01/02/14	31/12/13
3400939652290	3965229	0	670	0	405	065	01/01/12	
3400939652290	3965229	0	681	0	405	065	23/10/09	23/10/09
3400939652351	3965235	0	1520	0	929	065	01/02/14	31/12/13
3400939652351	3965235	0	1867	0	1154	065	01/07/12	
3400939652351	3965235	0	1801	0	1154	065	01/01/12	
3400939652351	3965235	0	1839	0	1154	065	23/10/09	23/10/09
3400939652580	3965258	0	369	0	199	065	01/02/14	31/12/13
3400939652580	3965258	0	441	0	247	065	01/01/12	
3400939652580	3965258	0	436	0	247	065	23/10/09	23/10/09
3400939652641	3965264	0	984	0	567	065	01/02/14	31/12/13
3400939652641	3965264	0	1194	0	703	065	01/07/12	
3400939652641	3965264	0	1118	0	703	065	01/01/12	
3400939652641	3965264	0	1141	0	703	065	23/10/09	23/10/09
3400939652931	3965293	0	2411	0	1305	065	01/02/14	16/01/14
3400939652931	3965293	0	2769	0	1634	065	01/03/13	14/02/13
3400939652931	3965293	0	3066	0	1796	065	01/07/12	
3400939652931	3965293	0	2776	0	1796	065	01/03/12	21/02/12
3400939652931	3965293	0	3020	0	2020	065	01/01/12	
3400939652931	3965293	0	3087	0	2020	065	12/12/09	11/12/09
3400939653013	3965301	0	1037	0	617	015	01/06/12	31/05/12
3400939653013	3965301	0	1465	0	960	015	01/01/12	
3400939653013	3965301	0	1497	0	960	015	18/09/10	17/09/10
3400939653242	3965324	0	794	0	493	065	01/02/14	31/12/13
3400939653242	3965324	0	981	0	612	065	01/01/12	
3400939653242	3965324	0	1001	0	612	065	23/10/09	23/10/09
3400939653303	3965330	0	2224	0	1405	065	01/02/14	31/12/13
3400939653303	3965330	0	2746	0	1743	065	01/07/12	
3400939653303	3965330	0	2613	0	1743	065	01/01/12	
3400939653303	3965330	0	2671	0	1743	065	23/10/09	23/10/09
3400939653761	3965376	0	1037	0	617	015	01/06/12	31/05/12
3400939653761	3965376	0	1465	0	960	015	01/01/12	
3400939653761	3965376	0	1497	0	960	015	14/07/10	13/07/10
3400939653990	3965399	0	696	0	427	065	01/02/14	31/12/13
3400939653990	3965399	0	856	0	530	065	01/01/12	
3400939653990	3965399	0	874	0	530	065	23/10/09	23/10/09
3400939654072	3965407	0	1945	0	1217	065	01/02/14	31/12/13
3400939654072	3965407	0	2399	0	1511	065	01/07/12	
3400939654072	3965407	0	2322	0	1511	065	01/01/12	
3400939654072	3965407	0	2372	0	1511	065	23/10/09	23/10/09
3400939654423	3965442	0	1037	0	617	015	01/06/12	31/05/12
3400939654423	3965442	0	1465	0	960	015	01/01/12	
3400939654423	3965442	0	1497	0	960	015	06/04/11	05/04/11
3400939655253	3965525	0	1037	0	617	015	01/06/12	31/05/12
3400939655253	3965525	0	1465	0	960	015	01/01/12	
3400939655253	3965525	0	1497	0	960	015	23/02/11	22/02/11
3400939655482	3965548	0	478	0	253	065	01/03/13	26/02/13
3400939655482	3965548	0	654	0	372	065	12/07/12	11/07/12
3400939655543	3965554	0	875	0	506	065	01/03/13	26/02/13
3400939655543	3965554	0	1246	0	745	065	12/07/12	11/07/12
3400939656434	3965643	0	1037	0	617	015	01/06/12	31/05/12
3400939656434	3965643	0	1465	0	960	015	01/01/12	
3400939656434	3965643	0	1497	0	960	015	04/02/11	03/02/11
3400939656724	3965672	0	305	0	142	065	01/03/13	26/02/13
3400939656724	3965672	0	412	0	216	065	12/07/12	11/07/12
3400939656892	3965689	0	526	0	284	065	01/03/13	26/02/13
3400939656892	3965689	0	737	0	431	065	12/07/12	11/07/12
3400939656953	3965695	0	974	0	567	065	01/03/13	26/02/13
3400939656953	3965695	0	1419	0	862	065	12/07/12	11/07/12
3400939657035	3965703	0	305	0	142	065	01/03/13	26/02/13
3400939657035	3965703	0	412	0	216	065	12/07/12	11/07/12
3400939657264	3965726	0	526	0	284	065	01/03/13	26/02/13
3400939657264	3965726	0	737	0	431	065	12/07/12	11/07/12
3400939657325	3965732	0	974	0	567	065	01/03/13	26/02/13
3400939657325	3965732	0	1419	0	862	065	12/07/12	11/07/12
3400939659565	3965956	0	371	0	222	065	01/01/12	
3400939659565	3965956	0	362	0	222	065	05/11/09	05/11/09
3400939660974	3966097	0	371	0	222	065	01/01/12	
